,Route,Hour,Fuel,Duration,Distance
00:06:31,BE,0.0,0.26061034222083207,187.0,1.53595454748
00:06:08,RA,0.0,0.5643154212830681,387.0,3.85896867211
00:13:12,CD,0.0,0.270194568688004,167.0,1.0691930797
00:11:29,RE,0.0,0.4495158241276201,302.0,2.9697681299800003
00:13:45,BC,0.0,0.27190516586635605,177.0,1.28140991733
00:14:15,DC,0.0,0.27958800511750803,202.0,0.95737115454
00:12:21,DR,0.0,0.6452616669635439,416.0,3.45014383637
00:18:45,AD,0.0,0.302157310107868,181.0,1.12065502592
00:15:56,AR,0.0,0.8355852878317841,408.0,4.2642827617
00:16:25,BR,0.0,0.6847658434956041,390.0,4.21006814195
00:23:05,BD,0.0,0.260932635230896,165.0,1.0676769344600001
00:22:29,EA,0.0,0.352603436724668,227.0,1.77278389042
00:20:11,DR,0.0,0.6120197360349601,367.0,3.36868209827
00:20:32,DR,0.0,0.778442943095928,360.0,3.66756776298
00:23:04,AC,0.0,0.34128548957564,238.0,1.44979524462
00:24:11,BC,0.0,0.27540734690475605,181.0,1.24434513718
00:23:26,CE,0.0,0.34733064153540805,253.0,1.51062746552
00:21:36,ER,0.0,0.706451091340352,367.0,3.03261359292
00:24:53,BE,0.0,0.290842253264692,200.0,1.6987786043200002
00:24:48,BA,0.0,0.2601511898869,208.0,0.8905364897800001
00:22:14,BR,0.0,0.7040973278022001,372.0,3.9968695381400003
00:23:45,AE,0.0,0.41283652332660004,305.0,2.27789016261
00:24:28,DB,0.0,0.412522317413972,262.0,1.40843679086
00:23:15,RC,0.0,0.553639028516296,379.0,3.4624096999100002
00:22:35,RB,0.0,0.757577113999316,420.0,3.9891334691900004
00:25:55,DC,0.0,0.28889793149437204,224.0,1.06699342636
00:27:44,BA,0.0,0.23365812576445605,149.0,0.83216489804
00:23:20,RB,0.0,0.7225878266227521,421.0,3.70696268438
00:28:19,DE,0.0,0.25908775968911596,155.0,1.27960794143
00:27:55,DE,0.0,0.27035221412152,189.0,1.25660478701
00:27:55,EB,0.0,0.399075855095968,204.0,1.84312930133
00:25:10,RD,0.0,0.638556843177416,396.0,3.4363991098500004
